"J59-225","A10-200805","EK7-1","5"
"J59-225","A10-200806","EK7-1","4"
"J59-225","A10-200807","EK7-1","20"
"J59-225","A10-200808","EK7-1","15"
"J59-225","A10-200809","EK7-1","11"
"J59-225","A10-200810","EK7-1","38"
"J59-225","A10-200811","EK7-1","28"
"J59-225","A10-200812","EK7-1","13"
"J59-209","A10-200807","EK7-1","1"
"J59-209","A10-202211","EK7-1","1"
"J59-3","A10-200001","EK7-1","336"
"J59-3","A10-200002","EK7-1","213"
"J59-3","A10-200003","EK7-1","279"
"J59-3","A10-200004","EK7-1","186"
"J59-3","A10-200005","EK7-1","250"
"J59-3","A10-200006","EK7-1","288"
"J59-3","A10-200007","EK7-1","232"
"J59-3","A10-200008","EK7-1","241"
"J59-3","A10-200009","EK7-1","228"
"J59-3","A10-200010","EK7-1","157"
"J59-3","A10-200011","EK7-1","164"
"J59-3","A10-200012","EK7-1","144"
"J59-3","A10-200101","EK7-1","367"
"J59-3","A10-200102","EK7-1","259"
"J59-3","A10-200103","EK7-1","391"
"J59-3","A10-200104","EK7-1","392"
"J59-3","A10-200105","EK7-1","452"
"J59-3","A10-200106","EK7-1","378"
"J59-3","A10-200107","EK7-1","389"
"J59-3","A10-200108","EK7-1","198"
"J59-3","A10-200109","EK7-1","200"
"J59-3","A10-200110","EK7-1","237"
"J59-3","A10-200111","EK7-1","220"
"J59-3","A10-200112","EK7-1","114"
"J59-3","A10-200201","EK7-1","282"
"J59-3","A10-200202","EK7-1","245"
"J59-3","A10-200203","EK7-1","375"
"J59-3","A10-200204","EK7-1","314"
"J59-3","A10-200205","EK7-1","288"
"J59-3","A10-200206","EK7-1","319"
"J59-3","A10-200207","EK7-1","272"
"J59-3","A10-200208","EK7-1","158"
"J59-3","A10-200209","EK7-1","150"
"J59-3","A10-200210","EK7-1","333"
"J59-3","A10-200211","EK7-1","236"
"J59-3","A10-200212","EK7-1","130"
"J59-3","A10-200301","EK7-1","233"
"J59-3","A10-200302","EK7-1","200"
"J59-3","A10-200303","EK7-1","259"
"J59-3","A10-200304","EK7-1","273"
"J59-3","A10-200305","EK7-1","344"
"J59-3","A10-200306","EK7-1","404"
"J59-3","A10-200307","EK7-1","235"
"J59-3","A10-200308","EK7-1","203"
"J59-3","A10-200309","EK7-1","227"
"J59-3","A10-200310","EK7-1","272"
"J59-3","A10-200311","EK7-1","241"
"J59-3","A10-200312","EK7-1","127"
"J59-3","A10-200401","EK7-1","320"
"J59-3","A10-200402","EK7-1","261"
"J59-3","A10-200403","EK7-1","478"
"J59-3","A10-200404","EK7-1","427"
"J59-3","A10-200405","EK7-1","385"
"J59-3","A10-200406","EK7-1","486"
"J59-3","A10-200407","EK7-1","380"
"J59-3","A10-200408","EK7-1","270"
"J59-3","A10-200409","EK7-1","362"
"J59-3","A10-200410","EK7-1","298"
"J59-3","A10-200411","EK7-1","236"
"J59-3","A10-200412","EK7-1","166"
"J59-3","A10-200501","EK7-1","353"
"J59-3","A10-200502","EK7-1","263"
"J59-3","A10-200503","EK7-1","477"
"J59-3","A10-200504","EK7-1","410"
"J59-3","A10-200505","EK7-1","268"
"J59-3","A10-200506","EK7-1","401"
"J59-3","A10-200507","EK7-1","347"
"J59-3","A10-200508","EK7-1","272"
"J59-3","A10-200509","EK7-1","197"
"J59-3","A10-200510","EK7-1","281"
"J59-3","A10-200511","EK7-1","188"
"J59-3","A10-200512","EK7-1","152"
"J59-3","A10-200601","EK7-1","269"
"J59-3","A10-200602","EK7-1","304"
"J59-3","A10-200603","EK7-1","334"
"J59-3","A10-200604","EK7-1","352"
"J59-3","A10-200605","EK7-1","470"
"J59-3","A10-200606","EK7-1","498"
"J59-3","A10-200607","EK7-1","335"
"J59-3","A10-200608","EK7-1","308"
"J59-3","A10-200609","EK7-1","265"
"J59-3","A10-200610","EK7-1","309"
"J59-3","A10-200611","EK7-1","345"
"J59-3","A10-200612","EK7-1","299"
"J59-3","A10-200701","EK7-1","253"
"J59-3","A10-200702","EK7-1","211"
"J59-3","A10-200703","EK7-1","466"
"J59-3","A10-200704","EK7-1","452"
"J59-3","A10-200705","EK7-1","382"
"J59-3","A10-200706","EK7-1","552"
"J59-3","A10-200707","EK7-1","348"
"J59-3","A10-200708","EK7-1","248"
"J59-3","A10-200709","EK7-1","203"
"J59-3","A10-200710","EK7-1","289"
"J59-3","A10-200711","EK7-1","220"
"J59-3","A10-200712","EK7-1","177"
"J59-3","A10-200801","EK7-1","205"
"J59-3","A10-200802","EK7-1","96"
"J59-3","A10-200803","EK7-1","103"
"J59-3","A10-200804","EK7-1","208"
"J59-3","A10-200805","EK7-1","312"
"J59-3","A10-200806","EK7-1","404"
"J59-3","A10-200807","EK7-1","184"
"J59-3","A10-200808","EK7-1","290"
"J59-3","A10-200809","EK7-1","136"
"J59-3","A10-200810","EK7-1","289"
"J59-3","A10-200811","EK7-1","194"
"J59-3","A10-200812","EK7-1","63"
"J59-3","A10-200901","EK7-1","126"
"J59-3","A10-200902","EK7-1","167"
"J59-3","A10-200903","EK7-1","217"
"J59-3","A10-200904","EK7-1","300"
"J59-3","A10-200905","EK7-1","301"
"J59-3","A10-200906","EK7-1","295"
"J59-3","A10-200907","EK7-1","270"
"J59-3","A10-200908","EK7-1","248"
"J59-3","A10-200909","EK7-1","200"
"J59-3","A10-200910","EK7-1","247"
"J59-3","A10-200911","EK7-1","195"
"J59-3","A10-200912","EK7-1","111"
"J59-3","A10-201001","EK7-1","120"
"J59-3","A10-201002","EK7-1","154"
"J59-3","A10-201003","EK7-1","178"
"J59-3","A10-201004","EK7-1","154"
"J59-3","A10-201005","EK7-1","156"
"J59-3","A10-201006","EK7-1","222"
"J59-3","A10-201007","EK7-1","321"
"J59-3","A10-201008","EK7-1","246"
"J59-3","A10-201009","EK7-1","324"
"J59-3","A10-201010","EK7-1","421"
"J59-3","A10-201011","EK7-1","253"
"J59-3","A10-201012","EK7-1","186"
"J59-3","A10-201101","EK7-1","242"
"J59-3","A10-201102","EK7-1","282"
"J59-3","A10-201103","EK7-1","338"
"J59-3","A10-201104","EK7-1","295"
"J59-3","A10-201105","EK7-1","320"
"J59-3","A10-201106","EK7-1","358"
"J59-3","A10-201107","EK7-1","235"
"J59-3","A10-201108","EK7-1","205"
"J59-3","A10-201109","EK7-1","318"
"J59-3","A10-201110","EK7-1","262"
"J59-3","A10-201111","EK7-1","190"
"J59-3","A10-201112","EK7-1","112"
"J59-3","A10-201201","EK7-1","170"
"J59-3","A10-201202","EK7-1","212"
"J59-3","A10-201203","EK7-1","265"
"J59-3","A10-201204","EK7-1","242"
"J59-3","A10-201205","EK7-1","186"
"J59-3","A10-201206","EK7-1","246"
"J59-3","A10-201207","EK7-1","182"
"J59-3","A10-201208","EK7-1","123"
"J59-3","A10-201209","EK7-1","186"
"J59-3","A10-201210","EK7-1","238"
"J59-3","A10-201211","EK7-1","180"
"J59-3","A10-201212","EK7-1","100"
